id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
51299,tt1828232,0.222293,0,0,Life Cycles,,http://www.lifecyclesfilm.com/,Derek Frankowski,,sport|cycling,"Life Cycles tells a spectacular story of the bike, from its creation to its eventual demise. A visually stunning journey, with thought provoking narration, Life Cycles uses Ultra HD to document the many stories surrounding the mountain bike and its culture. Ride along into breath taking natural settings, as we battle the elements, showcase the progression of riding, take a road trip, fix the bike, and show the destruction and eventual creation of trails. Semenuk, Hopkins, Schwartz, McIntosh, McCaul Agassiz, Hunter and Vanderham guide you through this wonderful story. Life Cycles is a celebration of the bicycle, and is sure to entertain anyone who has ever ridden one.",47,Documentary,,10/2/10,27,8.8,2010,0,0
57419,tt1634013,0.222257,0,0,"Montevideo, Bog te video!",MiloÅ¡ BikoviÄ‡|Petar Strugar|Viktor SaviÄ‡|Nina JankoviÄ‡|Predrag VasiÄ‡,http://montevideoproject.com,Dragan BjelogrliÄ‡,When a dream becomes a legend.,sport,"A story about one team that decides to follow a dream that takes them on a journey to the First World Football Championship in Montevideo, Uruguay in 1930. A dream that allows them to become true stars and living legends.",140,Adventure|Drama|History|Romance,Intermedia Network,12/19/10,11,7.3,2010,0,0
46689,tt1268204,0.216503,1500000,187716,Waste Land,Vik Muniz,http://www.wastelandmovie.com/,Lucy Walker,What happens in the world's largest trash city will transform you.,brazilian|rio de janeiro|empowerment|artist|garbage,"An uplifting feature documentary highlighting the transformative power of art and the beauty of the human spirit. Top-selling contemporary artist Vik Muniz takes us on an emotional journey from Jardim Gramacho, the world's largest landfill on the outskirts of Rio de Janeiro, to the heights of international art stardom. Vik collaborates with the brilliant catadores, pickers of recyclable materials, true Shakespearean characters who live and work in the garbage quoting Machiavelli and showing us how to recycle ourselves.",90,Documentary|Foreign,O2 Filmes|Almega Projects,1/24/10,23,7.8,2010,1500000,187716
44944,tt1405500,0.196975,0,37000000,For Colored Girls,Kimberly Elise|Janet Jackson|Loretta Devine|Thandie Newton|Anika Noni Rose,http://www.forcoloredgirlsmovie.com/,Tyler Perry,Many voices. One poem.,female nudity|poem|rape|love|domestic violence,"About existence from the perspective of 20 nameless black females. Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.",134,Drama,Lions Gate Films,11/5/10,14,7.3,2010,0,37000000
63578,tt1740047,0.182077,0,951179,The Trip,Steve Coogan|Rob Brydon|Claire Keelan|Margo Stilley|Paul Popplewell,http://www.ifcfilms.com/films/the-trip,Michael Winterbottom,"Eat, drink and try not to kill each other.",restaurant|independent film|on the road,"When Steve Coogan is asked by The Observer to tour the country's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend. But, when she backs out on him, he has no one to accompany him but his best friend and source of eternal aggravation, Rob Brydon.",107,Comedy|Drama,Revolution Films|British Broadcasting Corporation (BBC),9/1/10,61,7.1,2010,0,951179
33602,tt1278469,0.175217,0,0,Temple Grandin,Claire Danes|Catherine O'Hara|Julia Ormond|David Strathairn|Melissa Farman,,Mick Jackson,Autism gave her a vision. She gave it a voice.,autism|biography,"A biopic of Temple Grandin, an autistic woman who has become one of top scientists in humane livestock handling.",108,Drama,Ruby Films|HBO Films,2/6/10,48,7.5,2010,0,0
352812,tt1736313,0.172275,0,0,Tick Tock Tale,Dean Wellins,,Dean Wellins,,animation|clocks,"Amidst an old London clock shop, a small, quirky mantle clock comes to the aide of the store's more expensive clocks when a thief breaks in and threatens to steal them away.",6,Animation,Walt Disney,6/10/10,13,8.3,2010,0,0
48373,tt1274296,0.171615,0,0,Listen to Your Heart,Alexia Rasmussen|Kent Moran|Cybill Shepherd|Shirley Knight,http://www.listentoyourheartfilm.com/,,One song can change your life.,independent film,"Danny Foster doesn't have much: an apartment as small as his paychecks, no family, and a struggling music career. Yet for him, ""every day is a great day to be alive,"" an attitude he gained from his mother's unwavering optimism during her losing battle with cancer. It's love at first sight when Danny meets Ariana, a wealthy girl from Greenwich, CT who tragically cannot hear the music she inspires him to write. Ariana, hearing impaired since childhood, is torn between hanging onto the shelter her controlling mother provides and fighting for a love that, if given the chance, might just change her life",0,Drama|Music|Romance,,8/14/10,29,7.3,2010,0,0
57627,tt1859438,0.167587,0,0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,Mario Maurer|Sudarat Budtporm|Peerawat Herapath|Pijitra Siriwerapan|Acharanat Ariyaritwikol,,Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,,,"The ordinary 14 years old girl name Nam. she's unattractive or simple call... the ugly! But she had secretly in love with older guy in grade 10 name Chon, a most popular student in high-school. He's hot, perfect and generous. That's make girls in school going crazy about him, including Nam too. But she doesn't give up easily. She tried do everything to made her pretty good and outstanding in school. Because she hopes him turned around at her just once more time.",118,Comedy|Romance,Sahamongkol Film International Co. Ltd.|Workpoint Entertainment,8/12/10,27,7.6,2010,0,0
40170,tt1672087,0.155084,0,0,Mortal Kombat: Rebirth,Lateef Crowder|Ian Anthony Dale|Michael Jai White|Richard Dorton|Matt Mullins,,Kevin Tancharoen,,martial artist,"In 2010, director Kevin Tancharoen released an eight-minute Mortal Kombat film, choreographed by Larnell Stovall called Mortal Kombat: Rebirth, showcasing Michael Jai White as Jax, Jeri Ryan as Sonya Blade, Matt Mullins as Johnny Cage, Ian Anthony Dale as Scorpion, Lateef Crowder as Baraka and James Lew as Shang Tsung. Ryan said later that that the short was made as a proof of concept for Tancharoen's pitch of a reboot movie franchise to Warner Brothers.",8,Action,,6/8/10,20,7.2,2010,0,0
41120,tt1545103,0.145026,0,0,Rush: Beyond the Lighted Stage,Sebastian Bach|Jack Black|Jimmy Chamberlin|Geddy Lee|Neil Peart,,Sam Dunn|Scot McFadyen,The band you know. The story you don't.,literature|interview|biography|live performance|gene simmons,"An in-depth look at the Canadian rock band Rush, chronicling the band's musical evolution from their progressive rock sound of the '70s to their current heavy rock style",107,Documentary|Music,,6/29/10,14,8.4,2010,0,0
44737,tt1020938,0.205329,0,0,BÃ©bÃ©s,Bayar|Hattie|Bayar|Ponijao,http://babiesthemovie.com/,Thomas BalmÃ¨s,Everybody loves...,duringcreditsstinger,"Babies, also known as Baby(ies) and BÃ©bÃ©(s), is a 2009 French documentary film by Thomas BalmÃ¨s that follows four infants from birth to when they are one year old. The babies featured in the film are two from rural areas: Ponijao from Opuwo, Namibia, and Bayar from Bayanchandmani, Mongolia, as well as two from urban areas: Mari from Tokyo, Japan, and Hattie from San Francisco, USA.",79,Documentary,Studio Canal,5/7/10,36,7.2,2010,0,0
64786,tt1906518,0.021645,0,0,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,Arisara Thongborisut|Supanart Jittaleela|Sushar Manaying|Soranut Yupanun|Inthira Yeunyong,http://www.yesornolovemovie.com/,Saratswadee Wongsomphet,Yes or No,love|lesbian|lesbianism,"Pie is a sweet girl who moves into a new college dorm room where she finds out that her new roommate Kim, is a tomboy who looks and dress like a boy. As their friendship develops, Pie and Kim begin to wonder if the feeling they feel for one another is just an ordinary friendship or true love.",107,Comedy|Romance,Sahamongkol Film,12/16/10,13,7.8,2010,0,0
72914,tt1227378,0.071963,0,0,"Fat, Sick & Nearly Dead",Joe Cross|Phil Riverstone|Amy Badberg|Merv Cross|Virginia Cross,http://www.fatsickandnearlydead.com,Joe Cross|Kurt Engfehr,"FAT, SICK & NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health.",diet|fasting|vegetable juice|australian man,"100 pounds overweight, loaded up on steroids and suffering from a debilitating autoimmune disease, Joe Cross is at the end of his rope and the end of his hope. In the mirror he saw a 310lb man whose gut was bigger than a beach ball and a path laid out before him that wouldn't end wellâ€” with one foot already in the grave, the other wasn't far behind. FAT, SICK &amp; NEARLY DEAD is an inspiring film that chronicles Joe's personal mission to regain his health.",97,Documentary,,4/16/10,36,7.2,2010,0,0
53190,tt2700330,0.095444,0,0,The Two Escobars,MarÃ­a Ester Escobar|Francisco Maturana|Alexis GarcÃ­a V.|Jaime Gaviria GÃ³mez,http://www.the2escobars.com,Jeff Zimbalist|Michael Zimbalist,Sometimes it really is a matter of life and death.,sport,"Pablo Escobar was the richest, most powerful drug kingpin in the world, ruling the Medellin Cartel with an iron fist. Andres Escobar was the biggest soccer star in Colombia. The two were not related, but their fates were inextricably-and fatally-intertwined. Pablo's drug money had turned Andres' national team into South American champions, favored to win the 1994 World Cup in Los Angeles. It was there, in a game against the U.S., that Andres committed one of the most shocking mistakes in soccer history, scoring an ""own goal"" that eliminated his team from the competition and ultimately cost him his life. The Two Escobars is a riveting examination of the intersection of sports, crime, and politics.",100,Crime|Documentary,,6/22/10,12,7.5,2010,0,0
42189,tt1714196,0.153853,0,0,Kevin Hart: Seriously Funny,Kevin Hart,http://www.khartonline.com/,Shannon Hartman,,,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in his second live stand-up performance in Cleveland, Ohio, where he makes fun of everything and everybody - especially himself.",72,Comedy,,7/20/10,37,7.7,2010,0,0
315620,tt1672218,0.068411,0,0,Doctor Who: A Christmas Carol,Matt Smith|Karen Gillan|Arthur Darvill|Michael Gambon|Katherine Jenkins,,,,,"Amy Pond and Rory Williams are trapped on a crashing space liner, and the only way the Eleventh Doctor can rescue them is to save the soul of a lonely old miser. But is Kazran Sardick, the richest man in Sardicktown, beyond redemption? And what is lurking in the fogs of Christmas Eve?",62,,,12/25/10,11,7.7,2010,0,0
55244,tt1621444,0.052322,0,1339650,Bill Cunningham New York,Bill Cunningham|Tom Wolfe|Anna Wintour|Carmen Dell'Orefice|Iris Apfel,http://billcunninghamnewyork.com/,Richard Press,"He who seeks beauty, will find it.",fashion|milliner|new york city ballet|poncho|garment district manhattan new york city,"Chronicles a man who is obsessively interested in only one thing, the pictures he takes that document the way people dress. The 80-year-old New York Times photographer has two columns in the paper's Style section, yet nobody knows who he is.",84,Documentary,First Thought Films,3/24/10,16,8.1,2010,0,1339650
46718,tt1663633,0.0506,0,0,DC Showcase: Green Arrow,Neal McDonough|Malcolm McDowell|Grey Griffin|Ariel Winter|Steve Blum,,Joaquim Dos Santos,,dc comics|showcase|green arrow,"At an airport, the Emerald Archer must protect a young princess from assassins.",11,Animation|Adventure,DC Comics|Warner Bros. Animation,9/28/10,19,7.3,2010,0,0
37757,tt1510985,0.048672,0,0,Never Sleep Again: The Elm Street Legacy,Heather Langenkamp|Robert Englund|Wes Craven|Robert Shaye|Lisa Wilcox,,Daniel Farrands|Andrew Kasch,don't... fall... asleep.,film making|behind the scenes|special effects,"For decades, Freddy Krueger has slashed his way through the dreams of countless youngsters, scaring up over half a billion dollars at the box office across eight terrifying, spectacular films.",240,Documentary,,5/4/10,15,7.1,2010,0,0
45523,tt1421373,0.046872,0,0,Louis C.K.: Hilarious,Louis C.K.,,Louis C.K.,,stand-up|stand up comedy,"With a simple â€œHello, everybody,â€ television writer and stand-up comedian Louis C.K. opens his latest live show, Hilarious. This harmless salutation is the least-controversial thing that comes out of Louis C.K.â€™s mouth as he turns rants on everyday subjects (impatient people, his weight, fatherhood) into hilarious, expletive-laden diatribes where nothing is sacredâ€”not even (gasp!) his children. Who else can name-check Ray Charles and Adolph Hitler in the same breath and elicit a chorus of raucous laughter? Louis C.K. says whatâ€™s on his mind, even at the risk of offending, but his â€œI donâ€™t give a f**kâ€ attitude makes his irreverent brand of humor especially endearing and relatable. His self-deprecating style elevates his filmed live show to a form of therapy, where we, too, can get comic relief from some pretty warped subjects. At one point, Louis C.K. asks, â€œWhere do you draw the line?â€ With him, there is no line.",84,Comedy,,1/26/10,37,7.9,2010,0,0
241829,tt1805454,0.033048,0,0,The Making of The Walking Dead,,,,,,The Making of the TV Series The Walking Dead,30,Documentary,,7/31/10,42,8.4,2010,0,0
39356,tt1560139,0.028456,3,43,Boy,James Rolleston|Craig Hall|Taika Waititi|Te Aho Aho Eketone-Whitu|Ei Kura Albert,http://www.boythemovie.co.nz,Taika Waititi,"Summer, Girls, Gangs, Drugs ... its not easy being eleven.",new zealand|maori|farm|goat|duringcreditsstinger,"It's 1984, and Michael Jackson is king - even in Waihau Bay, New Zealand. Here we meet Boy, an 11-year-old who lives on a farm with his gran, a goat, and his younger brother, Rocky (who thinks he has magic powers). Shortly after Gran leaves for a week, Boy's father, Alamein, appears out of the blue. Having imagined a heroic version of his father during his absence, Boy comes face to face with the real version-an incompetent hoodlum who has returned to find a bag of money he buried years before. This is where the goat enters.",87,Drama|Comedy,New Zealand Film Commission|Unison Films|Whenua Films,2/14/10,26,7.3,2010,3,43
45644,,0.067753,0,0,Opeth: In Live Concert At The Royal Albert Hall,"Mikael Ã…kerfeldt|Martin ""Axe"" Axenrot|Martin Mendez|Per Wiberg|Fredrik Ã…kesson",http://www.opeth.com,,"The Loyal Disharmonic Orchestra, Conducted By The Powers That Be",,"As part of the ongoing celebration of their 20th anniversary, Sweden's Opeth is releasing live footage from the band's recent performance at London's Royal Albert Hall. 'In Live Concert at the Royal Albert Hall' is a fierce testament to Opeth's continued success in the progressive metal community. Opeth performed two sets that evening - the first of the classic, 'Blackwater Park' in its entirety and the second, a chronologically arranged selection of material from the rest of Opeth's catalogue. Bonus DVD features include an exclusive interview and the behind-the-scenes documentary, 'On Tour with Opeth.'  [Tracklist:] 1-01 The Leper Affinity 1-02 Bleak 1-03 Harvest 1-04 The Drapery Falls 1-05 Dirge For November 1-06 The Funeral Portrait 1-07 Patterns In The Ivy 1-08 Blackwater Park 2-01 Forest Of October 2-02 Advent 2-03 April Ethereal 2-04 The Moor 2-05 Wreath 2-06 Hope Leaves 2-07 Harlequin Forest 2-08 The Lotus Eater",163,Music,,9/21/10,10,8.6,2010,0,0
37058,tt1571404,0.019248,0,0,I'm Here,Sienna Guillory|Andrew Garfield,http://www.imheremovie.com/,Spike Jonze,,self sacrifice|lovers,"A library assistant plods through an ordinary life in LA until a chance meeting opens his eyes to a the power of creativity and ultimately, love. When this new life and love begin to fall apart, he discovers he has a lot to give. This short film proves that ordinary is no place to be.",30,Drama,,3/1/10,28,7.4,2010,0,0
54527,tt1194612,0.033845,900000,0,Into Eternity,,http://www.intoeternitythemovie.com/,Michael Madsen,,,"Every day, the world over, large amounts of high-level radioactive waste created by nuclear power plants is placed in interim storage, which is vulnerable to natural disasters, man-made disasters, and to societal changes. In Finland the worldâ€™s first permanent repository is being hewn out of solid rock â€“ a huge system of underground tunnels - that must last 100,000 years as this is how long the waste remains hazardous.",75,Documentary,,11/12/10,15,7.6,2010,900000,0
550,tt0137523,8.947905,63000000,100853753,Fight Club,Edward Norton|Brad Pitt|Meat Loaf|Jared Leto|Helena Bonham Carter,http://www.foxmovies.com/movies/fight-club,David Fincher,How much can you know about yourself if you've never been in a fight?,support group|dual identity|nihilism|rage and hate|insomnia,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",139,Drama,Regency Enterprises|Fox 2000 Pictures|Taurus Film|Linson Films|Atman Entertainment,10/14/99,5923,8.1,1999,82470329.3354423,132022892.45437
603,tt0133093,7.753899,63000000,463517383,The Matrix,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Gloria Foster,http://www.warnerbros.com/matrix,Lilly Wachowski|Lana Wachowski,Welcome to the Real World.,saving the world|artificial intelligence|man vs machine|philosophy|prophecy,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",136,Action|Science Fiction,Village Roadshow Pictures|Groucho II Film Partnership|Silver Pictures|Warner Bros.,3/30/99,6351,7.8,1999,82470329.3354423,606768749.6621
14,tt0169547,3.55571999999999,15000000,356296601,American Beauty,Kevin Spacey|Annette Bening|Thora Birch|Wes Bentley|Mena Suvari,http://www.dreamworks.com/ab/,Sam Mendes,Look closer.,adultery|coming out|loss of father|first time|camcorder,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",122,Drama,DreamWorks SKG|Jinks/Cohen Company,9/15/99,1756,7.7,1999,19635792.6989148,466411079.770931
497,tt0120689,2.719461,60000000,284600000,The Green Mile,Tom Hanks|Michael Clarke Duncan|David Morse|Bonnie Hunt|James Cromwell,http://thegreenmile.warnerbros.com/,Frank Darabont,Miracles do happen.,southern u.s.|black people|mentally disabled|indian|heal,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",189,Fantasy|Drama|Crime,Castle Rock Entertainment|Darkwoods Productions|Warner Bros.,12/10/99,2299,8,1999,78543170.7956593,372556440.140744
745,tt0167404,2.578731,40000000,672806292,The Sixth Sense,Bruce Willis|Haley Joel Osment|Toni Collette|Olivia Williams|Mischa Barton,,M. Night Shyamalan,Not every gift is a blessing.,child abuse|sense of guilt|loss of child|confidence|psychology,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",107,Mystery|Thriller|Drama,Spyglass Entertainment|The Kennedy/Marshall Company|Hollywood Pictures|Barry Mendel Productions,8/2/99,1753,7.5,1999,52362113.8637728,880738991.74917
863,tt0120363,1.810197,90000000,485015179,Toy Story 2,Tom Hanks|Tim Allen|Kelsey Grammer|Joan Cusack|Don Rickles,http://toystory.disney.com/toy-story-2,John Lasseter|Lee Unkrich|Ash Brannon,The toys are back!,museum|prosecution|identity crisis|airplane|flea market,During a garage sale Andyâ€™s mother sells some of Andyâ€™s old things including his favorite toy Woody to a collector. Buzz Lightyear and the other toys begin a reckless mission to save their friend. The sequel to the revolutionary computer animated feature film Toy Story.,92,Animation|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,10/30/99,2272,7.2,1999,117814756.193489,634910500.711404
4951,tt0147800,1.769152,16000000,53478166,10 Things I Hate About You,Julia Stiles|Heath Ledger|Joseph Gordon-Levitt|Larisa Oleynik|Larry Miller,,Gil Junger,How do I loathe thee? Let me count the ways.,sister|high school|cannabis|shakespeare adaptation|deception,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",97,Comedy|Romance|Drama,Mad Chance|Jaret Entertainment|Touchstone Pictures,3/30/99,947,7.2,1999,20944845.5455091,70005745.4329437
9008,tt0140352,1.427794,90000000,60289912,The Insider,Al Pacino|Russell Crowe|Christopher Plummer|Diane Venora|Bruce McGill,,Michael Mann,Two men driven to tell the truth... whatever the cost.,spy|newspaper|research|interview|tobacco,"Tells the true story of a 60 Minutes television series exposÃ© of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand",157,Drama|Thriller,Spyglass Entertainment|Forward Pass|Kaitz Productions|Mann/Roth Productions|Touchstone Pictures,10/28/99,249,7.1,1999,117814756.193489,78922680.9245212
492,tt0120601,1.328465,13000000,22863596,Being John Malkovich,John Cusack|Cameron Diaz|Catherine Keener|John Malkovich|Orson Bean,,Spike Jonze,Ever wanted to be someone else? Now you can.,individual|transvestism|sexual identity|witch|identity,"Spike Jonzeâ€™s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters itâ€™s mad and controlling world of overtaking another human body.",112,Fantasy|Drama|Comedy,Gramercy Pictures|Propaganda Films|Single Cell Pictures,9/30/99,607,7.1,1999,17017687.0057261,29929655.4271825
10386,tt0129167,1.150934,70000000,23159305,The Iron Giant,Jennifer Aniston|Harry Connick Jr.|Vin Diesel|Cloris Leachman|James Gammon,,Brad Bird,It came from outer space!,cold war|friendship|giant robot|fear of unknown,"A giant metal machine falls to Earth and frightens the residents of a small town in Maine in 1958, until it befriends a nine-year-old boy named Hogarth and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",86,Adventure|Animation|Family|Fantasy|Science Fiction,Warner Bros. Animation,8/6/99,877,7.5,1999,91633699.2616025,30316754.1353961
8374,tt0144117,0.992316,6000000,30471,The Boondock Saints,Willem Dafoe|Norman Reedus|Sean Patrick Flanery|David Della Rocco|David Ferry,http://www.theboondocksaints.com,Troy Duffy,Thy Kingdom Come. Thy Will Be Done.,arbitrary law|boston|twin brother|russian mafia|prologue,"With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands.",108,Action|Thriller|Crime,Franchise Pictures|Brood Syndicate|B.D.S. Productions Inc.,1/22/99,521,7.1,1999,7854317.07956593,39888.1492885755
1542,tt0151804,0.968204,10000000,12827813,Office Space,Ron Livingston|Jennifer Aniston|David Herman|Ajay Naidu|Diedrich Bader,,Mike Judge,Work sucks.,suburbia|tow truck|downsizing|rap music|software engineer,Three office workers strike back at their evil employers by hatching a hapless attempt to embezzle money.,89,Comedy|Crime,Twentieth Century Fox Film Corporation|Cubicle Inc.,2/19/99,669,7.3,1999,13090528.4659432,16792285.1232296
10400,tt0174856,0.92088,50000000,73956241,The Hurricane,Denzel Washington|Vicellous Reon Shannon|Deborah Kara Unger|Liev Schreiber|John Hannah,,Norman Jewison,,prison|boxer|boxing match|boxing school|biography,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",146,Drama,Universal Pictures|Beacon Communications|Azoff Entertainment,9/17/99,226,7.3,1999,65452642.3297161,96812627.8044657
3558,tt0172493,0.797082,40000000,0,"Girl, Interrupted",Winona Ryder|Angelina Jolie|Clea DuVall|Brittany Murphy|Elisabeth Moss,,James Mangold,"The crazy thing is, you're not crazy.",based on novel|suicide attempt|puberty|biography|borderline personality disorder,"Set in the changing world of the late 1960's, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",127,Drama,Columbia Pictures Corporation|3 Arts Entertainment|Global Entertainment Productions GmbH & Company Medien KG|Red Wagon Entertainment,12/21/99,376,7.5,1999,52362113.8637728,0
334,tt0175880,0.682531,37000000,48451803,Magnolia,Julianne Moore|William H. Macy|John C. Reilly|Tom Cruise|Philip Baker Hall,http://www.magnoliamovie.com/,Paul Thomas Anderson,"Things fall down. People look up. And when it rains, it pours.",farewell|regret|parents kids relationship|suicide attempt|becoming an adult,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",188,Drama,New Line Cinema|Ghoulardi Film Company|The Magnolia Project,12/8/99,430,7.3,1999,48434955.3239899,63425970.6397773
13466,tt0132477,0.596781999999999,0,0,October Sky,Jake Gyllenhaal|Chris Cooper|Laura Dern|Chris Owen|William Lee Scott,,Joe Johnston,Sometimes one dream is enough to light up the whole sky.,satellite|biography|rocket|coal mine|sputnik,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",108,Drama|Family,Universal Pictures,2/19/99,118,7.2,1999,0,0
404,tt0166896,0.335398,10000000,0,The Straight Story,Richard Farnsworth|Sissy Spacek|Jane Galloway Heitz|Joseph A. Carpenter|Donald Wiegert,,David Lynch,,individual|brother brother relationship|mississippi|cemetery|wisconsin,"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.",112,Drama,Walt Disney Pictures|Channel Four Films|Asymmetrical Productions|Les Films Alain Sarde|The Picture Factory,10/15/99,111,7.3,1999,13090528.4659432,0
42739,tt0141974,0.300431,0,0,The War Zone,Ray Winstone|Tilda Swinton|Lara Belmont|Colin Farrell|Freddie Cunliffe,,Tim Roth,When the worst of men hides in a family with no history.,family secrets|teenager|incest,"An alienated teenager, saddened that he has moved away from London, must find a way to deal with a dark family secret.",98,Drama,Channel Four Films|Portobello Pictures|Fandango|Mikado Film,6/11/99,12,7.4,1999,0,0
16162,tt0168501,0.066504,9000000,34573780,The Best Man,Nia Long|Morris Chestnut|Harold Perrineau|Terrence Howard|Sanaa Lathan,http://www.universalpictures.com/bestman/,Malcolm D. Lee,,,"Harper, a writer who's about to explode into the mainstream leaves behind his girlfriend Robin and heads to New York City to serve as best man for his friend Lance's wedding. Once there, he reunites with the rest of his college circle.",120,Drama|Comedy,Universal Pictures|40 Acres & A Mule Filmworks,10/22/99,22,7.8,1999,11781475.6193489,45258905.1265258
11779,tt0186508,0.265105,0,0,Buena Vista Social Club,Compay Segundo|Eliades Ochoa|Ry Cooder|Joachim Cooder|Ibrahim Ferrer,,Wim Wenders,,cuba|music|son (musikstil)|havanna|independent film,"In this fascinating Oscar-nominated documentary, American guitarist Ry Cooder brings together a group of legendary Cuban folk musicians (some in their 90s) to record a Grammy-winning CD in their native city of Havana. The result is a spectacular compilation of concert footage from the group's gigs in Amsterdam and New York City's famed Carnegie Hall, with director Wim Wenders capturing not only the music -- but also the musicians' life stories.",105,Documentary|Music,,2/17/99,48,7.1,1999,0,0
16158,tt0161100,0.25073,6000000,25059640,The Wood,Omar Epps|Richard T. Jones|Taye Diggs|Malinda Williams|Sean Nelson,,Rick Famuyiwa,From best friends to best men.,,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era.",106,Comedy|Drama|Romance,MTV Films,7/16/99,24,7.6,1999,7854317.07956593,32804393.0766289
14242,tt0181288,0.239265,0,0,American Movie,Mark Borchardt|Mike Schank|Tom Schimmels|Monica Borchardt|Alex Borchardt,,Chris Smith,,underdog|obsession|wisconsin|ambition|beer,"AMERICAN MOVIE is the story of filmmaker Mark Borchardt, his mission, and his dream. Spanning over two years of intense struggle with his film, his family, financial decline, and spiritual crisis, AMERICAN MOVIE is a portrayal of ambition, obsession, excess, and one man's quest for the American Dream.",107,Documentary,Civilian Pictures|Bluemark Productions|C-Hundred Film Corporation,11/5/99,20,7.5,1999,0,0
13589,tt0184424,0.20056,0,0,Eddie Izzard: Dress to Kill,Eddie Izzard,,Lawrence Jordan,,stand-up,"Executive transvestite Eddie Izzard takes his show to San Francisco to give a brief history of pagan and Christian religions, the building of Stonehenge, the birth of the Church of England and of Western empires, and the need for a European dream.",114,Comedy|Foreign,,6/14/99,10,7.1,1999,0,0
29698,tt0171685,0.126159,0,0,Ratcatcher,William Eadie|Tommy Flanagan|Mandy Matthews|Michelle Stewart|Lynne Ramsay Jr.,,Lynne Ramsay,,woman director,"Set in Glasgow during the mid 70s, Ratcatcher is seen through the eyes of twelve-year-old James Gillespie (William Eadie), a young boy haunted by a secret. Feeling increasingly distant from his family, his only escape comes with the discovery of a new housing development on the outskirts of town where he has the freedom to lose himself in his own world.",94,Drama|Foreign,BBC Films,11/12/99,10,7.2,1999,0,0
